Date,Beach,Attendance
2023-08-04,South Beach,420
2018-06-08,Wolfe's Pond Beach,70
2019-07-05,Manhattan Beach,2500
2020-07-29,Orchard Beach,4475
2022-07-09,South Beach,3400
2024-08-08,Rockaway Beach,850
2017-06-07,Midland Beach,450
2017-07-06,Coney Island Beach,6500
2018-07-01,Cedar Grove Beach,450
2019-08-28,Rockaway Beach,1200
2023-08-30,Midland Beach,660
2024-09-01,South Beach,2880
2024-06-11,Orchard Beach,3000
2018-06-06,Manhattan Beach,700
2019-06-11,Coney Island Beach,4800
2019-07-07,Wolfe's Pond Beach,625
2020-06-05,Cedar Grove Beach,20
2022-07-07,Orchard Beach,620
2022-08-31,Rockaway Beach,31100
2017-05-29,Midland Beach,1500
2017-06-02,Cedar Grove Beach,30
2017-06-29,Orchard Beach,5350
2019-08-04,Rockaway Beach,135000
2019-08-26,Wolfe's Pond Beach,120
2021-08-10,Coney Island Beach,59475
2023-08-30,Manhattan Beach,700
2017-06-08,South Beach,700
2017-08-29,Rockaway Beach,17000
2020-08-26,Manhattan Beach,750
2023-08-05,Orchard Beach,8300
2023-07-16,Coney Island Beach,9500
2023-06-17,Rockaway Beach,44000
2023-07-09,Wolfe's Pond Beach,120
2017-08-23,Manhattan Beach,1700
2018-07-06,Rockaway Beach,2500
2019-06-07,Orchard Beach,3400
2020-07-12,Coney Island Beach,178000
2021-08-30,Orchard Beach,5800
2021-09-12,Midland Beach,2360
2022-08-01,Manhattan Beach,195
2018-07-07,South Beach,4850
2019-07-29,Manhattan Beach,700
2022-06-17,Coney Island Beach,42300
2023-08-18,Midland Beach,979
2023-06-15,South Beach,375
2023-08-22,Cedar Grove Beach,178
2024-08-06,Wolfe's Pond Beach,300
2024-09-02,Orchard Beach,48500
2019-07-26,Midland Beach,1370
2020-08-18,Cedar Grove Beach,175
2021-07-03,Manhattan Beach,200
2022-07-30,South Beach,4000
2022-08-10,Rockaway Beach,9100
2018-06-30,Manhattan Beach,13500
2018-07-31,Orchard Beach,1500
2020-08-24,South Beach,1375
2020-09-04,Rockaway Beach,3500
2021-06-30,Midland Beach,4216
2022-07-24,Cedar Grove Beach,260
2023-06-08,Manhattan Beach,150
2018-06-27,Midland Beach,750
2019-07-21,Cedar Grove Beach,580
2020-06-04,Manhattan Beach,1150
2021-07-12,Rockaway Beach,3000
2022-09-08,Coney Island Beach,8000
2023-06-05,Midland Beach,555
2024-06-28,Cedar Grove Beach,348
2019-08-29,Orchard Beach,2700
2019-09-05,Coney Island Beach,5000
2020-06-01,Midland Beach,500
2021-06-17,Orchard Beach,3330
2021-06-25,Cedar Grove Beach,45
2024-07-15,Rockaway Beach,37000
2024-08-13,Coney Island Beach,13000
2017-08-08,Midland Beach,3500
2017-08-12,Cedar Grove Beach,420
2019-05-25,Rockaway Beach,22500
2019-06-16,Wolfe's Pond Beach,325
2020-06-02,South Beach,650
2020-07-21,Coney Island Beach,26700
2023-05-27,Midland Beach,1537
2023-05-31,Cedar Grove Beach,40
2024-07-01,South Beach,1259
2017-06-19,Rockaway Beach,4500
2017-07-18,Coney Island Beach,12500
2018-06-28,South Beach,600
2019-07-14,Midland Beach,37000
2020-05-27,Cedar Grove Beach,45
2022-06-19,Wolfe's Pond Beach,140
2022-07-16,Orchard Beach,9600
2017-05-29,Manhattan Beach,220
2019-06-23,Coney Island Beach,75000
2020-07-14,Wolfe's Pond Beach,300
2020-08-10,Orchard Beach,4005
2021-06-18,Midland Beach,1175
2021-07-01,South Beach,4437
2023-08-21,Manhattan Beach,2400
2023-09-08,Rockaway Beach,1100
2018-06-15,Midland Beach,1450
2018-06-19,Cedar Grove Beach,90
2018-08-09,Wolfe's Pond Beach,100
2019-07-27,South Beach,13000
2023-08-25,South Beach,435
2023-07-18,Wolfe's Pond Beach,64
2024-06-23,Orchard Beach,66500
2017-05-27,South Beach,1550
2019-06-16,Orchard Beach,2800
2021-07-21,Rockaway Beach,400
2021-08-12,Wolfe's Pond Beach,500
2021-09-08,Orchard Beach,1700
2021-09-12,Manhattan Beach,1800
2023-07-28,Coney Island Beach,80000
2017-07-11,Orchard Beach,1355
2019-08-16,Rockaway Beach,7200
2019-09-07,Wolfe's Pond Beach,0
2022-07-20,Midland Beach,1700
2024-06-27,Manhattan Beach,800
2020-06-22,Rockaway Beach,10000
2020-08-14,Manhattan Beach,900
2022-06-29,Coney Island Beach,15000
2023-08-17,Orchard Beach,1200
2023-06-03,South Beach,650
2024-06-24,Midland Beach,825
2017-08-11,Manhattan Beach,1250
2018-07-18,Rockaway Beach,22000
2018-08-09,Orchard Beach,3700
2018-08-16,Coney Island Beach,58000
2020-08-11,Midland Beach,1950
2021-09-04,Cedar Grove Beach,325
2022-07-20,Manhattan Beach,2000
2024-06-03,Coney Island Beach,7700
2019-06-22,Cedar Grove Beach,410
2019-08-09,Rockaway Beach,16350
2019-08-31,Wolfe's Pond Beach,400
2021-06-12,South Beach,1250
2021-08-10,Manhattan Beach,650
2024-09-14,Orchard Beach,0
2024-08-08,Wolfe's Pond Beach,75
2017-09-03,Rockaway Beach,143500
2017-09-08,Midland Beach,2925
2018-08-07,Manhattan Beach,1600
2019-07-08,South Beach,1100
2022-08-17,Midland Beach,250
2022-08-12,Rockaway Beach,7000
2022-09-03,Wolfe's Pond Beach,170
2023-07-16,Manhattan Beach,1100
2023-08-06,South Beach,2250
2018-07-11,Rockaway Beach,19500
2019-08-14,Midland Beach,600
2020-05-31,Orchard Beach,4582
2020-07-12,Manhattan Beach,5900
2022-07-11,South Beach,550
2024-08-25,Coney Island Beach,26000
2020-08-05,South Beach,2500
2021-07-14,Rockaway Beach,3500
2021-07-19,Midland Beach,1060
2021-08-22,Coney Island Beach,0
2022-06-17,Manhattan Beach,950
2023-06-04,Orchard Beach,2800
2017-06-26,Midland Beach,350
2017-07-30,Coney Island Beach,40000
2019-06-14,Manhattan Beach,325
2021-06-29,Orchard Beach,5900
2022-07-08,Coney Island Beach,6450
2019-06-18,Wolfe's Pond Beach,40
2019-07-05,Coney Island Beach,58000
2019-09-04,Cedar Grove Beach,0
2024-07-02,Orchard Beach,6350
2024-08-12,Cedar Grove Beach,375
2017-07-06,Manhattan Beach,360
2017-07-13,Wolfe's Pond Beach,0
2020-09-06,Rockaway Beach,90800
2021-06-09,Coney Island Beach,9850
2021-08-09,Cedar Grove Beach,35
2022-07-28,Orchard Beach,2400
2024-06-12,South Beach,1200
2018-05-30,Orchard Beach,1325
2018-06-06,Coney Island Beach,2800
2018-06-09,South Beach,5200
2018-08-06,Cedar Grove Beach,450
2020-08-22,Orchard Beach,53478
2023-07-15,Cedar Grove Beach,366
2024-07-20,Rockaway Beach,54000
2024-07-25,Midland Beach,750
2018-08-11,Wolfe's Pond Beach,70
2019-05-30,Rockaway Beach,3000
2020-07-11,Cedar Grove Beach,65
2021-08-22,South Beach,0
2023-08-26,Orchard Beach,4100
2024-05-29,Wolfe's Pond Beach,0
2019-06-28,Orchard Beach,10200
2021-08-31,Coney Island Beach,34000
2022-06-16,Cedar Grove Beach,50
2022-06-02,Rockaway Beach,4500
2022-06-24,Wolfe's Pond Beach,122
2023-09-06,Midland Beach,708
2024-08-25,South Beach,3350
2024-08-04,Manhattan Beach,475
2017-06-21,Rockaway Beach,24200
2017-07-23,Orchard Beach,225
2018-08-28,Coney Island Beach,45500
2019-06-13,Cedar Grove Beach,25
2024-06-15,Coney Island Beach,46000
2020-08-02,Coney Island Beach,12500
2022-08-27,Manhattan Beach,3600
2022-08-08,Midland Beach,800
2023-07-23,Wolfe's Pond Beach,500
2017-07-05,Cedar Grove Beach,30
2018-07-16,Midland Beach,1100
2018-08-21,Orchard Beach,400
2019-06-26,South Beach,1900
2019-08-24,Manhattan Beach,4500
2021-07-26,Rockaway Beach,46000
2021-08-17,Wolfe's Pond Beach,600
2023-06-24,Midland Beach,800
2024-06-03,South Beach,2000
2017-07-21,South Beach,33000
2019-08-21,Rockaway Beach,4950
2020-06-20,Midland Beach,3500
2021-07-29,Manhattan Beach,250
2022-06-29,South Beach,905
2024-09-06,Coney Island Beach,6500
2024-08-20,Wolfe's Pond Beach,150
2017-06-17,Midland Beach,1375
2018-07-26,Manhattan Beach,600
2020-06-27,Rockaway Beach,3000
2020-07-24,South Beach,320
2018-07-23,Rockaway Beach,7500
2018-08-19,South Beach,2850
2020-06-12,Orchard Beach,6585
2020-06-30,Manhattan Beach,850
2023-08-09,Coney Island Beach,52000
2023-07-01,Rockaway Beach,60000
2023-07-28,South Beach,1967
2024-08-03,Cedar Grove Beach,275
2019-07-17,Coney Island Beach,22000
2020-06-03,Rockaway Beach,1385
2020-06-25,Wolfe's Pond Beach,100
2020-08-17,South Beach,2750
2021-07-07,Midland Beach,1230
2023-06-16,Orchard Beach,210
2024-06-24,Coney Island Beach,8000
2018-06-29,Rockaway Beach,105000
2018-07-04,Midland Beach,16000
2018-07-21,Wolfe's Pond Beach,125
2021-06-21,Coney Island Beach,31350
2021-07-11,Orchard Beach,14550
2022-08-26,Cedar Grove Beach,267
2023-06-29,Wolfe's Pond Beach,153
2018-06-18,Coney Island Beach,174000
2019-08-23,Cedar Grove Beach,135
2020-06-08,Midland Beach,2100
2021-07-24,Wolfe's Pond Beach,4000
2023-05-27,Coney Island Beach,140000
2024-07-14,Orchard Beach,70000
2024-08-25,Manhattan Beach,3500
2017-05-31,Rockaway Beach,800
2017-06-05,Midland Beach,250
2019-08-19,Wolfe's Pond Beach,300
2020-05-23,Coney Island Beach,655
2021-07-28,Cedar Grove Beach,150
2021-08-22,Manhattan Beach,0
2022-08-09,Orchard Beach,6000
2017-08-11,South Beach,3500
2017-08-22,Rockaway Beach,43500
2018-06-11,Orchard Beach,1240
2018-07-25,Cedar Grove Beach,60
2020-09-03,Orchard Beach,5688
2021-09-12,Coney Island Beach,215000
2022-08-22,Wolfe's Pond Beach,36
2023-07-28,Manhattan Beach,2450
2023-06-10,Rockaway Beach,18100
2023-07-03,Cedar Grove Beach,170
2024-07-13,Midland Beach,880
2020-06-29,Cedar Grove Beach,260
2020-07-24,Manhattan Beach,100
2020-08-25,Rockaway Beach,13100
2020-08-30,Midland Beach,2000
2021-06-24,South Beach,2056
2023-09-07,Orchard Beach,5200
2023-08-18,Coney Island Beach,25000
2017-06-26,Cedar Grove Beach,25
2017-08-27,Midland Beach,945
2019-07-10,Orchard Beach,4400
2019-07-20,South Beach,7500
2020-08-14,Coney Island Beach,8500
2022-06-04,Cedar Grove Beach,275
2022-06-29,Manhattan Beach,2700
2023-06-15,Midland Beach,290
2023-08-18,South Beach,1354
2024-07-30,Wolfe's Pond Beach,200
2017-08-04,Orchard Beach,4450
2018-08-16,Manhattan Beach,3700
2019-06-01,Cedar Grove Beach,125
2019-07-28,Rockaway Beach,115000
2019-08-02,Midland Beach,1175
2022-07-20,Coney Island Beach,75100
2022-07-23,South Beach,4700
2024-06-03,Manhattan Beach,575
2018-06-27,Coney Island Beach,2100
2021-05-31,Manhattan Beach,650
2022-07-27,Midland Beach,700
2017-07-01,Wolfe's Pond Beach,1060
2017-07-18,Manhattan Beach,2000
2018-06-18,South Beach,450
2020-06-21,Orchard Beach,12033
2023-09-01,Rockaway Beach,17000
2023-05-27,South Beach,1575
2024-07-01,Midland Beach,871
2017-05-29,Coney Island Beach,2100
2019-06-23,Manhattan Beach,3000
2021-06-28,Midland Beach,4890
2024-07-08,Rockaway Beach,38000
2017-08-15,Midland Beach,1650
2020-05-26,South Beach,450
2022-05-30,Orchard Beach,53000
2022-08-17,Cedar Grove Beach,115
2022-08-03,Rockaway Beach,10300
2023-06-03,Midland Beach,585
2024-06-24,South Beach,1180
2017-06-12,Rockaway Beach,65500
2018-08-31,South Beach,2575
2021-07-03,Coney Island Beach,30100
2022-06-12,Wolfe's Pond Beach,4
2024-07-22,Cedar Grove Beach,225
2017-08-20,Coney Island Beach,31500
2020-06-15,Rockaway Beach,5400
2020-07-07,Wolfe's Pond Beach,420
2021-09-03,South Beach,1846
2023-06-28,Orchard Beach,350
2023-06-08,Coney Island Beach,1750
2017-09-05,Cedar Grove Beach,0
2020-06-04,Coney Island Beach,15000
2021-07-23,Orchard Beach,12200
2022-09-08,Manhattan Beach,275
2023-08-25,Midland Beach,283
2023-07-11,Wolfe's Pond Beach,350
2023-06-24,Cedar Grove Beach,201
2024-09-06,South Beach,240
2019-08-11,Cedar Grove Beach,480
2019-09-05,Manhattan Beach,400
2020-08-21,Midland Beach,2750
2021-08-05,Wolfe's Pond Beach,175
2024-07-26,Orchard Beach,4000
2017-05-28,Cedar Grove Beach,45
2017-07-15,Rockaway Beach,254000
2017-08-06,Wolfe's Pond Beach,0
2022-07-15,Wolfe's Pond Beach,215
2022-08-21,Orchard Beach,47000
2023-08-30,Coney Island Beach,16050
2023-09-04,Manhattan Beach,6000
2023-08-20,Cedar Grove Beach,297
2017-06-13,South Beach,1150
2018-06-23,Orchard Beach,715
2020-07-18,Rockaway Beach,160000
2020-08-09,Wolfe's Pond Beach,2600
2020-08-26,Coney Island Beach,16200
2020-08-31,Manhattan Beach,750
2020-06-16,South Beach,1250
2021-09-07,Midland Beach,2045
2021-09-11,Cedar Grove Beach,0
2022-08-01,Coney Island Beach,1750
2022-08-06,Manhattan Beach,1700
2024-06-22,Wolfe's Pond Beach,2500
2018-07-12,South Beach,3950
2019-06-20,Rockaway Beach,9000
2019-07-22,Orchard Beach,1500
2019-07-29,Coney Island Beach,8500
2021-09-07,Wolfe's Pond Beach,0
2023-08-13,Midland Beach,2190
2023-06-20,South Beach,706
2024-06-26,Cedar Grove Beach,318
2024-07-06,Coney Island Beach,58500
2024-07-11,Manhattan Beach,600
2017-08-16,Orchard Beach,9500
2019-07-21,Midland Beach,6100
2020-06-13,Coney Island Beach,154000
2020-08-13,Cedar Grove Beach,40
2021-07-08,Manhattan Beach,700
2022-08-04,South Beach,925
2017-06-10,Coney Island Beach,75000
2017-08-10,Cedar Grove Beach,125
2017-08-25,Manhattan Beach,2000
2020-08-29,South Beach,1800
2022-06-08,Orchard Beach,2400
2022-07-19,Cedar Grove Beach,297
2023-06-13,Manhattan Beach,550
2023-07-25,Rockaway Beach,9800
2023-08-16,Wolfe's Pond Beach,78
2018-06-22,Midland Beach,800
2018-08-13,Rockaway Beach,2000
2019-07-16,Cedar Grove Beach,210
2019-07-31,Manhattan Beach,525
2020-07-03,Orchard Beach,6879
2024-05-31,Rockaway Beach,23000
2020-05-27,Midland Beach,325
2021-06-20,Cedar Grove Beach,350
2022-06-26,Rockaway Beach,148000
2017-08-03,Midland Beach,550
2017-09-01,Coney Island Beach,10000
2018-06-17,Cedar Grove Beach,180
2018-07-02,Manhattan Beach,1900
2019-07-29,South Beach,1450
2021-08-01,Orchard Beach,37600
2023-06-20,Coney Island Beach,11500
2024-07-06,South Beach,2050
2017-06-03,Orchard Beach,1800
2017-08-23,South Beach,2200
2019-08-07,Coney Island Beach,1050
2020-05-30,Wolfe's Pond Beach,285
2020-06-06,Manhattan Beach,1800
2017-06-03,Manhattan Beach,800
2017-08-15,Wolfe's Pond Beach,215
2021-07-06,South Beach,1830
2021-08-19,Rockaway Beach,27600
2023-07-10,Orchard Beach,300
2023-06-03,Wolfe's Pond Beach,13
2018-06-10,Midland Beach,3000
2018-07-02,Orchard Beach,52005
2018-07-09,Coney Island Beach,36500
2021-06-28,Wolfe's Pond Beach,3500
2023-08-30,South Beach,885
2024-08-22,Rockaway Beach,12000
2024-09-01,Midland Beach,2350
2024-09-05,Cedar Grove Beach,0
2017-06-01,South Beach,1025
2019-07-02,Rockaway Beach,19500
2019-07-24,Wolfe's Pond Beach,275
2020-08-09,Midland Beach,3200
2020-09-07,Coney Island Beach,179500
2021-09-02,Cedar Grove Beach,35
2024-07-01,Wolfe's Pond Beach,600
2024-08-07,Orchard Beach,240
2017-07-27,Rockaway Beach,72000
2020-06-04,South Beach,2750
2022-07-15,Midland Beach,675
2022-07-27,Wolfe's Pond Beach,185
2022-08-13,Coney Island Beach,122000
2022-09-02,Orchard Beach,2900
2023-08-23,Manhattan Beach,1200
2023-08-08,Cedar Grove Beach,79
2017-08-25,Orchard Beach,83400
2018-06-03,Rockaway Beach,7000
2018-06-30,South Beach,11150
2019-07-12,Midland Beach,1650
2020-08-19,Manhattan Beach,250
2020-08-21,Wolfe's Pond Beach,350
2023-06-08,South Beach,75
2024-07-18,Coney Island Beach,12750
2024-06-19,Midland Beach,2000
2021-06-06,Rockaway Beach,106000
2021-06-16,Midland Beach,1155
2021-07-15,Coney Island Beach,170000
2022-07-10,Cedar Grove Beach,782
2022-07-25,Manhattan Beach,380
2023-08-25,Wolfe's Pond Beach,5
2017-06-22,Coney Island Beach,6000
2017-06-27,Manhattan Beach,1600
2018-06-01,Wolfe's Pond Beach,75
2018-07-24,South Beach,1400
2018-08-23,Midland Beach,2700
2018-08-27,Cedar Grove Beach,350
2019-08-03,Orchard Beach,23200
2022-05-31,Coney Island Beach,46850
2022-06-05,Manhattan Beach,2050
2023-08-01,Midland Beach,3610
2024-06-14,Cedar Grove Beach,215
2019-05-28,Coney Island Beach,175
2019-06-02,Manhattan Beach,800
2020-07-28,Midland Beach,1000
2020-08-01,Cedar Grove Beach,1100
2021-06-04,Wolfe's Pond Beach,40
2021-07-27,South Beach,9893
2024-05-25,Orchard Beach,23500
2017-07-29,Cedar Grove Beach,535
2019-06-30,Wolfe's Pond Beach,800
2019-08-22,South Beach,1750
2022-06-20,Orchard Beach,17900
2022-07-03,Midland Beach,5700
2022-08-24,Rockaway Beach,8800
2024-07-30,South Beach,900
2017-07-25,Wolfe's Pond Beach,190
2019-06-30,Midland Beach,5700
2019-07-04,Cedar Grove Beach,650
2020-07-15,Orchard Beach,3989
2022-08-25,South Beach,290
2024-06-07,Midland Beach,1750
2019-08-19,Coney Island Beach,5500
2020-07-28,Wolfe's Pond Beach,275
2021-06-08,Cedar Grove Beach,60
2023-07-19,Orchard Beach,1300
2018-06-05,Cedar Grove Beach,12
2018-08-01,Rockaway Beach,8000
2018-08-23,Wolfe's Pond Beach,230
2019-05-31,South Beach,2600
2021-07-24,Coney Island Beach,272000
2021-08-13,Orchard Beach,32800
2022-08-18,Manhattan Beach,800
2023-06-29,South Beach,871
2024-06-10,Wolfe's Pond Beach,200
2017-06-15,Orchard Beach,900
2017-06-25,South Beach,1800
2018-07-21,Coney Island Beach,74000
2022-06-03,South Beach,650
2022-07-06,Wolfe's Pond Beach,70
2024-07-23,Manhattan Beach,425
2017-07-03,Rockaway Beach,260000
2020-06-25,Coney Island Beach,7700
2020-06-28,South Beach,5600
2021-08-26,Midland Beach,2100
2022-09-11,Orchard Beach,600
2017-09-06,Manhattan Beach,375
2018-07-14,Orchard Beach,6212
2022-08-25,Coney Island Beach,75675
2023-06-25,Manhattan Beach,2400
2023-07-13,Rockaway Beach,33000
2023-08-04,Wolfe's Pond Beach,154
2024-08-20,Midland Beach,680
2024-08-24,Cedar Grove Beach,200
2019-08-12,Manhattan Beach,800
2021-08-07,Rockaway Beach,137000
2021-08-21,Cedar Grove Beach,95
2022-08-16,South Beach,400
2024-08-19,Orchard Beach,2100
2024-07-30,Coney Island Beach,4250
2019-08-12,Orchard Beach,1500
2021-07-17,Manhattan Beach,1500
2022-06-14,Rockaway Beach,13250
2023-07-23,Midland Beach,5250
2023-07-27,Cedar Grove Beach,205
2024-09-01,Wolfe's Pond Beach,125
2017-09-06,Orchard Beach,350
2018-07-14,Manhattan Beach,6200
2020-07-09,Rockaway Beach,49500
2020-07-23,Cedar Grove Beach,60
2023-07-02,Coney Island Beach,114000
2019-06-09,Coney Island Beach,186500
2020-06-18,Manhattan Beach,150
2021-06-04,Midland Beach,250
2021-07-15,South Beach,4580
2022-06-28,Cedar Grove Beach,92
2017-06-15,Manhattan Beach,830
2018-06-01,Midland Beach,245
2018-06-13,Wolfe's Pond Beach,50
2018-08-15,Cedar Grove Beach,120
2019-08-10,South Beach,4400
2021-06-03,Orchard Beach,70
2024-07-18,South Beach,955
2024-06-02,Cedar Grove Beach,280
2017-09-04,South Beach,1370
2019-09-02,Rockaway Beach,2500
2021-05-30,Cedar Grove Beach,0
2021-06-16,Wolfe's Pond Beach,2500
2024-08-10,Rockaway Beach,105000
2024-06-06,Orchard Beach,350
2017-07-17,Cedar Grove Beach,155
2019-07-12,Wolfe's Pond Beach,320
2020-09-07,South Beach,4900
2022-07-02,Orchard Beach,7300
2022-09-05,Rockaway Beach,55000
2017-07-27,Wolfe's Pond Beach,90
2020-07-27,Orchard Beach,9905
2021-07-26,Cedar Grove Beach,200
2021-08-05,Coney Island Beach,26500
2018-06-29,Midland Beach,3200
2018-08-02,Coney Island Beach,13300
2021-06-09,Wolfe's Pond Beach,1800
2023-07-31,Orchard Beach,7500
2023-07-11,Coney Island Beach,47500
2023-07-01,Cedar Grove Beach,400
2019-06-02,Orchard Beach,2700
2019-07-05,Wolfe's Pond Beach,400
2019-08-18,Cedar Grove Beach,340
2020-07-07,Coney Island Beach,5500
2021-08-25,Orchard Beach,21500
2022-08-29,Rockaway Beach,32500
2024-08-30,Manhattan Beach,100
2024-06-12,Wolfe's Pond Beach,1200
2017-05-31,Midland Beach,145
2017-06-27,Orchard Beach,2050
2017-07-04,Coney Island Beach,8000
2022-06-02,Cedar Grove Beach,120
2022-06-12,Coney Island Beach,1975
2022-07-08,Wolfe's Pond Beach,196
2023-06-10,South Beach,479
2024-08-28,Orchard Beach,35500
2017-08-16,South Beach,1300
2018-07-20,Cedar Grove Beach,400
2019-07-31,Midland Beach,775
2020-07-11,Rockaway Beach,19700
2020-08-02,Wolfe's Pond Beach,320
2023-08-02,Manhattan Beach,1400
2024-07-08,Midland Beach,1469
2024-08-11,Coney Island Beach,86500
2018-07-26,Orchard Beach,300
2018-08-06,Rockaway Beach,55500
2018-08-28,Wolfe's Pond Beach,85
2020-06-24,Cedar Grove Beach,220
2020-08-19,South Beach,825
2021-07-05,Midland Beach,10400
2023-08-06,Wolfe's Pond Beach,320
2017-06-21,Cedar Grove Beach,170
2017-08-22,Midland Beach,2050
2019-06-13,Rockaway Beach,5300
2021-08-24,Manhattan Beach,2900
2021-08-31,Wolfe's Pond Beach,1000
2022-09-03,Coney Island Beach,212200
2023-06-10,Midland Beach,390
2023-08-23,South Beach,765
2017-07-08,Rockaway Beach,209000
2018-08-21,Manhattan Beach,400
2019-05-27,Cedar Grove Beach,350
2019-08-24,Orchard Beach,37600
2019-08-31,Coney Island Beach,63500
2020-06-06,Midland Beach,3200
2022-07-28,South Beach,670
2024-06-08,Manhattan Beach,850
2020-05-28,South Beach,540
2020-07-26,Manhattan Beach,5600
2022-07-22,Midland Beach,750
2023-07-18,Rockaway Beach,11000
2017-07-13,Coney Island Beach,1450
2017-07-23,Manhattan Beach,145
2018-06-23,South Beach,1450
2019-07-19,Midland Beach,1725
2023-06-01,South Beach,471
2023-09-10,Cedar Grove Beach,0
2024-06-26,Midland Beach,550
2018-06-15,Wolfe's Pond Beach,50
2019-06-28,Manhattan Beach,2000
2020-09-06,Cedar Grove Beach,650
2021-06-15,Orchard Beach,375
2021-06-23,Midland Beach,1225
2021-06-26,South Beach,4200
2021-08-09,Rockaway Beach,17400
2024-09-06,Wolfe's Pond Beach,0
2018-06-20,Midland Beach,1700
2019-07-22,South Beach,750
2019-09-04,Rockaway Beach,3400
2021-06-02,Manhattan Beach,225
2022-08-12,Cedar Grove Beach,167
2023-05-29,Midland Beach,1077
2024-06-29,South Beach,2150
2024-06-18,Orchard Beach,16500
2018-05-30,Manhattan Beach,850
2018-08-14,Coney Island Beach,426145
2019-08-09,Cedar Grove Beach,230
2020-05-23,Wolfe's Pond Beach,160
2022-07-14,Orchard Beach,2250
2023-07-23,Coney Island Beach,132000
2024-07-17,Cedar Grove Beach,267
2017-08-08,Wolfe's Pond Beach,300
2018-05-27,Rockaway Beach,300
2020-07-19,Coney Island Beach,400000
2020-08-08,Orchard Beach,4542
2021-07-14,Cedar Grove Beach,0
2021-09-08,South Beach,1615
2023-05-27,Wolfe's Pond Beach,65
2017-08-31,Cedar Grove Beach,90
2021-06-21,Wolfe's Pond Beach,750
2022-06-24,Coney Island Beach,13750
2023-08-12,Orchard Beach,14300
2023-08-20,Midland Beach,1750
2023-06-19,Cedar Grove Beach,285
2024-08-15,Rockaway Beach,21000
2019-06-14,Orchard Beach,1020
2019-06-21,Coney Island Beach,20300
2020-06-15,Cedar Grove Beach,115
